state,year,month,cases,deaths,temperature_c,rainfall_mm,humidity_pct,population_millions,incidence_per_100k
Rajasthan,2017,7,704,0,22.1,181.3,78.9,77,914.2857142857142
Rajasthan,2017,8,755,0,32.5,222.4,79.1,77,980.5194805194806
Rajasthan,2017,9,435,1,27.5,388.9,81.2,77,564.9350649350649
Rajasthan,2017,10,796,1,28.2,186.9,80.3,77,1033.7662337662337
Rajasthan,2017,11,838,1,29.2,18.5,44.2,77,1088.3116883116884
Rajasthan,2017,12,430,0,27.2,2.2,40.6,77,558.4415584415584
Rajasthan,2018,1,100,0,23.2,13.8,74.0,77,129.87012987012986
Rajasthan,2018,2,87,0,34.5,2.2,61.0,77,112.98701298701299
Rajasthan,2018,3,59,0,30.1,5.6,62.6,77,76.62337662337663
Rajasthan,2018,4,68,0,31.6,29.4,38.2,77,88.31168831168831
Rajasthan,2018,5,79,0,32.5,11.0,60.9,77,102.59740259740259
Rajasthan,2018,6,380,0,34.7,0.4,56.6,77,493.50649350649354
Rajasthan,2018,7,454,1,24.3,73.8,68.3,77,589.6103896103896
Rajasthan,2018,8,1014,1,25.4,130.8,71.2,77,1316.8831168831168
Rajasthan,2018,9,1274,2,31.9,120.6,79.6,77,1654.5454545454547
Rajasthan,2018,10,529,1,24.8,151.5,81.5,77,687.012987012987
Rajasthan,2018,11,957,2,36.9,3.1,47.0,77,1242.857142857143
Rajasthan,2018,12,302,0,22.7,15.3,74.6,77,392.20779220779224
Rajasthan,2019,1,123,0,31.3,13.1,59.6,77,159.74025974025975
Rajasthan,2019,2,35,0,31.9,26.6,22.4,77,45.45454545454545
Rajasthan,2019,3,164,0,29.5,23.0,61.2,77,212.98701298701297
Rajasthan,2019,4,92,0,32.9,1.4,43.6,77,119.48051948051948
Rajasthan,2019,5,162,0,30.6,4.5,44.4,77,210.3896103896104
Rajasthan,2019,6,307,0,27.7,7.0,54.5,77,398.7012987012987
Rajasthan,2019,7,942,1,32.9,223.4,71.2,77,1223.3766233766235
Rajasthan,2019,8,1046,1,31.6,373.9,77.2,77,1358.4415584415585
Rajasthan,2019,9,1105,1,31.4,62.0,60.6,77,1435.064935064935
Rajasthan,2019,10,1133,1,27.4,292.8,73.3,77,1471.4285714285713
Rajasthan,2019,11,634,1,35.6,16.3,50.6,77,823.3766233766235
Rajasthan,2019,12,328,0,30.3,23.8,51.4,77,425.97402597402595
Rajasthan,2020,1,70,0,30.0,0.7,20.0,77,90.9090909090909
Rajasthan,2020,2,81,0,27.3,3.3,79.9,77,105.1948051948052
Rajasthan,2020,3,146,0,38.9,20.2,48.5,77,189.6103896103896
Rajasthan,2020,4,81,0,36.4,29.1,55.3,77,105.1948051948052
Rajasthan,2020,5,85,0,32.6,14.0,54.5,77,110.3896103896104
Rajasthan,2020,6,551,1,26.2,14.7,45.2,77,715.5844155844155
Rajasthan,2020,7,740,1,19.5,346.7,91.0,77,961.038961038961
Rajasthan,2020,8,857,1,32.3,288.7,58.2,77,1112.987012987013
Rajasthan,2020,9,1008,1,31.0,179.1,71.1,77,1309.0909090909092
Rajasthan,2020,10,819,2,28.0,75.1,88.9,77,1063.6363636363637
Rajasthan,2020,11,890,1,25.1,7.0,70.0,77,1155.844155844156
Rajasthan,2020,12,407,0,40.3,7.0,56.8,77,528.5714285714286
Rajasthan,2021,1,93,0,33.4,26.9,42.5,77,120.7792207792208
Rajasthan,2021,2,78,0,34.0,7.3,41.4,77,101.29870129870129
Rajasthan,2021,3,83,0,37.0,6.1,42.5,77,107.79220779220779
Rajasthan,2021,4,177,0,29.0,1.6,67.7,77,229.87012987012986
Rajasthan,2021,5,92,0,30.4,22.5,38.8,77,119.48051948051948
Rajasthan,2021,6,574,1,31.9,0.5,20.0,77,745.4545454545454
Rajasthan,2021,7,600,1,30.9,213.5,87.8,77,779.2207792207793
Rajasthan,2021,8,878,2,28.3,100.9,76.3,77,1140.2597402597403
Rajasthan,2021,9,1094,3,29.2,145.5,72.8,77,1420.7792207792209
Rajasthan,2021,10,872,1,29.7,54.7,58.8,77,1132.4675324675325
Rajasthan,2021,11,431,1,30.2,6.6,31.8,77,559.7402597402597
Rajasthan,2021,12,434,1,27.6,10.3,49.2,77,563.6363636363636
Rajasthan,2022,1,149,0,29.7,14.2,45.8,77,193.5064935064935
Rajasthan,2022,2,118,0,39.8,1.5,31.3,77,153.24675324675326
Rajasthan,2022,3,117,0,24.9,29.6,55.5,77,151.94805194805195
Rajasthan,2022,4,100,0,35.0,1.1,31.3,77,129.87012987012986
Rajasthan,2022,5,77,0,31.8,4.5,31.5,77,100.0
Rajasthan,2022,6,413,0,33.4,3.2,64.5,77,536.3636363636364
Rajasthan,2022,7,638,1,28.1,237.4,69.1,77,828.5714285714287
Rajasthan,2022,8,2369,5,28.3,154.5,59.4,77,3076.6233766233768
Rajasthan,2022,9,1129,3,30.1,114.4,60.9,77,1466.2337662337663
Rajasthan,2022,10,690,1,28.1,258.6,83.5,77,896.1038961038961
Rajasthan,2022,11,1571,2,31.4,11.8,58.9,77,2040.25974025974
Rajasthan,2022,12,468,1,22.4,6.1,77.8,77,607.7922077922078
Rajasthan,2023,1,72,0,30.9,6.9,48.4,77,93.5064935064935
Rajasthan,2023,2,129,0,32.7,41.9,55.7,77,167.53246753246754
Rajasthan,2023,3,101,0,36.7,6.5,52.1,77,131.1688311688312
Rajasthan,2023,4,128,0,22.6,2.1,54.4,77,166.23376623376623
Rajasthan,2023,5,106,0,32.9,1.3,37.4,77,137.66233766233768
Rajasthan,2023,6,407,0,28.7,8.9,47.9,77,528.5714285714286
Rajasthan,2023,7,643,1,28.1,210.3,68.5,77,835.0649350649351
Rajasthan,2023,8,1145,1,26.2,65.2,57.4,77,1487.012987012987
Rajasthan,2023,9,1786,3,24.7,273.7,81.7,77,2319.4805194805194
Rajasthan,2023,10,1837,3,24.3,132.3,60.4,77,2385.714285714286
Rajasthan,2023,11,399,0,34.9,6.6,41.8,77,518.1818181818181
Rajasthan,2023,12,633,1,33.7,0.9,36.6,77,822.077922077922
Rajasthan,2024,1,85,0,26.5,6.3,23.0,77,110.3896103896104
Rajasthan,2024,2,145,0,31.0,10.9,31.4,77,188.31168831168833
Rajasthan,2024,3,103,0,29.7,0.2,41.0,77,133.76623376623377
Rajasthan,2024,4,83,0,32.9,3.3,55.0,77,107.79220779220779
Rajasthan,2024,5,125,0,33.4,4.2,36.3,77,162.33766233766232
Rajasthan,2024,6,400,0,39.1,10.5,51.4,77,519.4805194805194
Rajasthan,2024,7,627,0,30.0,73.9,61.1,77,814.2857142857142
Rajasthan,2024,8,704,1,21.2,151.8,61.1,77,914.2857142857142
Rajasthan,2024,9,926,0,29.4,297.6,85.2,77,1202.5974025974026
Rajasthan,2024,10,1076,1,28.1,309.0,95.9,77,1397.4025974025974
Rajasthan,2024,11,686,1,31.4,4.2,65.9,77,890.9090909090909
Rajasthan,2024,12,925,2,27.6,5.2,38.2,77,1201.2987012987014
Uttar Pradesh,2015,1,45,0,37.0,1.2,56.1,231,19.480519480519483
Uttar Pradesh,2015,2,86,0,27.8,19.7,44.0,231,37.22943722943723
Uttar Pradesh,2015,3,78,0,37.0,1.3,52.4,231,33.76623376623377
Uttar Pradesh,2015,4,46,0,27.7,5.4,64.9,231,19.913419913419915
Uttar Pradesh,2015,5,93,0,36.7,3.4,56.0,231,40.25974025974026
Uttar Pradesh,2015,6,407,1,29.3,4.6,93.4,231,176.19047619047618
Uttar Pradesh,2015,7,618,0,31.7,69.8,95.9,231,267.53246753246754
Uttar Pradesh,2015,8,918,1,28.0,71.7,84.7,231,397.40259740259745
Uttar Pradesh,2015,9,617,1,23.0,74.2,76.3,231,267.0995670995671
Uttar Pradesh,2015,10,776,1,25.9,272.3,77.6,231,335.9307359307359
Uttar Pradesh,2015,11,334,0,30.2,10.0,80.8,231,144.5887445887446
Uttar Pradesh,2015,12,476,1,31.1,7.5,59.0,231,206.06060606060606
Uttar Pradesh,2016,1,76,0,33.4,6.9,41.1,231,32.900432900432904
Uttar Pradesh,2016,2,54,0,30.5,1.6,54.4,231,23.376623376623375
Uttar Pradesh,2016,3,81,0,33.0,11.1,57.3,231,35.064935064935064
Uttar Pradesh,2016,4,132,0,27.9,5.4,52.5,231,57.14285714285714
Uttar Pradesh,2016,5,104,0,33.7,12.9,44.1,231,45.02164502164502
Uttar Pradesh,2016,6,477,1,27.1,8.7,45.7,231,206.49350649350652
Uttar Pradesh,2016,7,385,0,29.4,92.6,68.4,231,166.66666666666669
Uttar Pradesh,2016,8,668,1,27.4,275.7,55.9,231,289.1774891774892
Uttar Pradesh,2016,9,842,2,27.8,229.5,63.2,231,364.5021645021645
Uttar Pradesh,2016,10,756,1,34.5,202.6,84.1,231,327.2727272727273
Uttar Pradesh,2016,11,507,1,42.0,3.9,45.9,231,219.4805194805195
Uttar Pradesh,2016,12,347,0,30.8,0.6,49.3,231,150.21645021645023
Uttar Pradesh,2017,1,86,0,25.5,1.8,43.6,231,37.22943722943723
Uttar Pradesh,2017,2,86,0,39.9,3.9,39.3,231,37.22943722943723
Uttar Pradesh,2017,3,75,0,35.3,12.6,62.3,231,32.467532467532465
Uttar Pradesh,2017,4,97,0,40.2,0.4,69.4,231,41.99134199134199
Uttar Pradesh,2017,5,103,0,26.6,10.3,37.1,231,44.58874458874459
Uttar Pradesh,2017,6,432,0,33.6,14.7,64.9,231,187.012987012987
Uttar Pradesh,2017,7,659,1,35.9,246.8,98.2,231,285.28138528138527
Uttar Pradesh,2017,8,594,1,28.5,158.4,63.7,231,257.14285714285717
Uttar Pradesh,2017,9,1389,3,29.7,73.5,66.7,231,601.2987012987013
Uttar Pradesh,2017,10,1211,2,24.2,110.3,82.4,231,524.2424242424242
Uttar Pradesh,2017,11,372,0,38.2,7.7,54.8,231,161.03896103896105
Uttar Pradesh,2017,12,520,1,29.4,0.8,48.0,231,225.10822510822513
Uttar Pradesh,2018,1,97,0,35.0,0.1,51.4,231,41.99134199134199
Uttar Pradesh,2018,2,83,0,33.0,1.0,60.5,231,35.93073593073593
Uttar Pradesh,2018,3,106,0,27.4,0.0,51.3,231,45.887445887445885
Uttar Pradesh,2018,4,69,0,32.9,10.9,52.7,231,29.87012987012987
Uttar Pradesh,2018,5,60,0,28.4,6.2,65.9,231,25.97402597402597
Uttar Pradesh,2018,6,494,1,33.4,3.6,35.7,231,213.85281385281388
Uttar Pradesh,2018,7,749,2,27.4,101.3,66.5,231,324.24242424242425
Uttar Pradesh,2018,8,684,1,27.7,197.8,73.0,231,296.1038961038961
Uttar Pradesh,2018,9,799,1,31.5,367.4,66.8,231,345.8874458874459
Uttar Pradesh,2018,10,594,0,33.6,186.7,63.3,231,257.14285714285717
Uttar Pradesh,2018,11,245,0,36.4,22.8,41.4,231,106.06060606060606
Uttar Pradesh,2018,12,412,1,36.6,21.1,20.0,231,178.35497835497836
Uttar Pradesh,2019,1,80,0,32.3,8.0,44.4,231,34.63203463203463
Uttar Pradesh,2019,2,74,0,26.3,13.0,42.7,231,32.03463203463203
Uttar Pradesh,2019,3,57,0,34.9,3.0,56.7,231,24.675324675324674
Uttar Pradesh,2019,4,117,0,30.5,2.9,20.9,231,50.649350649350644
Uttar Pradesh,2019,5,111,0,38.3,6.0,40.8,231,48.05194805194805
Uttar Pradesh,2019,6,399,1,24.3,2.2,29.9,231,172.72727272727272
Uttar Pradesh,2019,7,948,2,27.5,90.2,65.7,231,410.38961038961037
Uttar Pradesh,2019,8,861,1,22.8,441.1,88.2,231,372.7272727272727
Uttar Pradesh,2019,9,1100,1,27.9,335.0,84.8,231,476.1904761904762
Uttar Pradesh,2019,10,803,1,19.9,169.4,69.9,231,347.61904761904765
Uttar Pradesh,2019,11,616,1,29.8,4.4,33.5,231,266.66666666666663
Uttar Pradesh,2019,12,312,0,35.9,10.6,73.7,231,135.06493506493507
Uttar Pradesh,2020,1,80,0,31.7,8.0,40.1,231,34.63203463203463
Uttar Pradesh,2020,2,85,0,34.2,3.8,33.7,231,36.79653679653679
Uttar Pradesh,2020,3,107,0,30.9,6.7,70.6,231,46.320346320346324
Uttar Pradesh,2020,4,125,0,35.2,3.0,52.9,231,54.112554112554115
Uttar Pradesh,2020,5,81,0,35.3,0.5,40.5,231,35.064935064935064
Uttar Pradesh,2020,6,230,0,37.1,21.3,65.3,231,99.56709956709958
Uttar Pradesh,2020,7,454,1,25.7,220.1,92.7,231,196.53679653679654
Uttar Pradesh,2020,8,1429,2,26.2,235.2,80.1,231,618.6147186147185
Uttar Pradesh,2020,9,1301,2,26.3,151.2,57.0,231,563.2034632034631
Uttar Pradesh,2020,10,674,0,32.2,82.3,71.1,231,291.7748917748918
Uttar Pradesh,2020,11,653,0,37.7,26.9,61.6,231,282.6839826839827
Uttar Pradesh,2020,12,521,1,29.4,22.4,80.5,231,225.54112554112552
Uttar Pradesh,2021,1,199,0,30.6,1.4,61.1,231,86.14718614718615
Uttar Pradesh,2021,2,85,0,28.9,3.2,48.8,231,36.79653679653679
Uttar Pradesh,2021,3,124,0,27.2,25.5,50.9,231,53.67965367965368
Uttar Pradesh,2021,4,71,0,35.6,2.2,60.0,231,30.735930735930733
Uttar Pradesh,2021,5,149,0,37.8,15.3,45.3,231,64.5021645021645
Uttar Pradesh,2021,6,371,0,31.1,10.6,38.7,231,160.6060606060606
Uttar Pradesh,2021,7,631,0,27.0,132.8,83.8,231,273.16017316017314
Uttar Pradesh,2021,8,1231,2,30.9,313.9,76.3,231,532.9004329004329
Uttar Pradesh,2021,9,770,1,25.6,278.2,95.7,231,333.33333333333337
Uttar Pradesh,2021,10,1888,5,31.3,260.8,66.8,231,817.3160173160173
Uttar Pradesh,2021,11,423,0,36.9,16.2,49.9,231,183.11688311688312
Uttar Pradesh,2021,12,306,0,30.1,17.5,52.1,231,132.46753246753246
Uttar Pradesh,2022,1,106,0,37.3,2.8,29.6,231,45.887445887445885
Uttar Pradesh,2022,2,133,0,31.1,3.2,44.0,231,57.57575757575758
Uttar Pradesh,2022,3,135,0,28.3,12.3,48.3,231,58.44155844155844
Uttar Pradesh,2022,4,62,0,34.5,4.1,48.3,231,26.83982683982684
Uttar Pradesh,2022,5,100,0,26.6,29.7,61.0,231,43.290043290043286
Uttar Pradesh,2022,6,895,1,30.6,6.0,24.0,231,387.4458874458874
Uttar Pradesh,2022,7,440,0,30.7,313.5,81.2,231,190.47619047619045
Uttar Pradesh,2022,8,881,1,27.3,39.5,71.3,231,381.38528138528136
Uttar Pradesh,2022,9,668,1,31.4,334.4,96.0,231,289.1774891774892
Uttar Pradesh,2022,10,677,1,30.7,190.3,72.4,231,293.0735930735931
Uttar Pradesh,2022,11,461,0,29.9,16.2,48.1,231,199.56709956709958
Uttar Pradesh,2022,12,810,1,33.8,13.6,50.0,231,350.64935064935065
Uttar Pradesh,2023,1,85,0,25.6,13.1,40.0,231,36.79653679653679
Uttar Pradesh,2023,2,114,0,29.9,3.4,36.8,231,49.35064935064935
Uttar Pradesh,2023,3,116,0,30.5,15.1,57.6,231,50.21645021645021
Uttar Pradesh,2023,4,86,0,32.3,11.4,47.7,231,37.22943722943723
Uttar Pradesh,2023,5,140,0,24.8,1.3,55.0,231,60.60606060606061
Uttar Pradesh,2023,6,618,0,37.4,30.1,46.5,231,267.53246753246754
Uttar Pradesh,2023,7,540,0,31.9,196.8,80.7,231,233.76623376623377
Uttar Pradesh,2023,8,774,1,32.1,142.2,72.8,231,335.06493506493507
Uttar Pradesh,2023,9,1817,2,23.6,82.7,68.7,231,786.5800865800866
Uttar Pradesh,2023,10,690,1,29.5,238.7,84.6,231,298.7012987012987
Uttar Pradesh,2023,11,613,1,35.1,0.4,36.5,231,265.3679653679654
Uttar Pradesh,2023,12,475,0,29.6,7.3,63.5,231,205.62770562770564
Uttar Pradesh,2024,1,153,0,27.6,4.7,40.7,231,66.23376623376623
Uttar Pradesh,2024,2,104,0,27.3,8.6,59.9,231,45.02164502164502
Uttar Pradesh,2024,3,103,0,27.2,1.4,62.1,231,44.58874458874459
Uttar Pradesh,2024,4,146,0,30.6,1.9,20.0,231,63.20346320346321
Uttar Pradesh,2024,5,130,0,24.7,3.5,59.2,231,56.27705627705628
Uttar Pradesh,2024,6,681,1,33.5,1.0,45.7,231,294.8051948051948
Uttar Pradesh,2024,7,751,1,25.3,153.3,60.7,231,325.1082251082251
Uttar Pradesh,2024,8,1237,3,29.2,341.1,93.2,231,535.4978354978355
Uttar Pradesh,2024,9,824,1,24.9,222.3,57.6,231,356.7099567099567
Uttar Pradesh,2024,10,1858,5,29.3,81.0,62.3,231,804.3290043290042
Uttar Pradesh,2024,11,859,0,37.1,0.9,57.4,231,371.86147186147184
Uttar Pradesh,2024,12,338,0,29.2,17.0,69.6,231,146.32034632034632
Bihar,2015,1,89,0,29.0,0.7,45.4,119,74.78991596638656
Bihar,2015,2,49,0,42.2,7.1,22.1,119,41.17647058823529
Bihar,2015,3,70,0,30.5,8.9,62.1,119,58.82352941176471
Bihar,2015,4,75,0,36.7,0.8,57.5,119,63.02521008403361
Bihar,2015,5,70,0,34.3,9.6,56.9,119,58.82352941176471
Bihar,2015,6,276,0,32.3,15.5,63.2,119,231.93277310924373
Bihar,2015,7,715,1,26.5,101.8,42.5,119,600.8403361344538
Bihar,2015,8,664,1,28.2,150.2,82.4,119,557.9831932773109
Bihar,2015,9,912,1,28.0,317.9,65.2,119,766.3865546218487
Bihar,2015,10,866,1,27.7,311.8,87.2,119,727.7310924369748
Bihar,2015,11,203,0,31.2,28.3,72.1,119,170.58823529411765
Bihar,2015,12,400,0,27.6,17.2,30.6,119,336.1344537815126
Bihar,2016,1,52,0,40.6,17.7,43.0,119,43.69747899159664
Bihar,2016,2,79,0,32.9,3.3,40.2,119,66.38655462184873
Bihar,2016,3,107,0,30.8,2.7,53.7,119,89.91596638655463
Bihar,2016,4,115,0,20.6,5.9,57.8,119,96.63865546218487
Bihar,2016,5,91,0,31.1,5.1,32.3,119,76.47058823529412
Bihar,2016,6,254,0,38.2,1.9,56.0,119,213.4453781512605
Bihar,2016,7,638,1,24.1,189.0,70.5,119,536.1344537815125
Bihar,2016,8,967,2,25.6,201.9,84.2,119,812.6050420168067
Bihar,2016,9,943,2,24.3,484.3,75.0,119,792.436974789916
Bihar,2016,10,484,0,31.3,515.9,75.6,119,406.7226890756302
Bihar,2016,11,378,0,33.5,4.3,49.4,119,317.6470588235294
Bihar,2016,12,445,0,31.4,14.9,72.7,119,373.9495798319328
Bihar,2017,1,66,0,25.7,2.6,56.9,119,55.46218487394958
Bihar,2017,2,74,0,30.6,3.7,45.9,119,62.18487394957983
Bihar,2017,3,51,0,30.4,10.2,49.4,119,42.857142857142854
Bihar,2017,4,74,0,29.6,10.6,31.4,119,62.18487394957983
Bihar,2017,5,100,0,36.4,1.2,53.0,119,84.03361344537815
Bihar,2017,6,402,0,36.3,11.9,59.8,119,337.8151260504202
Bihar,2017,7,536,1,24.2,373.2,77.3,119,450.4201680672269
Bihar,2017,8,512,1,30.5,129.4,70.9,119,430.25210084033614
Bihar,2017,9,802,1,25.8,108.3,76.1,119,673.9495798319327
Bihar,2017,10,804,2,28.7,126.7,76.4,119,675.6302521008404
Bihar,2017,11,343,0,35.7,1.0,61.7,119,288.2352941176471
Bihar,2017,12,295,0,32.3,16.6,48.6,119,247.89915966386556
Bihar,2018,1,69,0,32.1,1.9,52.1,119,57.98319327731093
Bihar,2018,2,91,0,24.9,3.3,61.6,119,76.47058823529412
Bihar,2018,3,61,0,34.1,12.5,33.8,119,51.26050420168067
Bihar,2018,4,109,0,36.7,31.2,48.8,119,91.59663865546219
Bihar,2018,5,124,0,23.1,1.7,29.0,119,104.20168067226892
Bihar,2018,6,594,1,22.4,5.9,60.3,119,499.15966386554624
Bihar,2018,7,509,1,32.3,212.0,66.7,119,427.7310924369748
Bihar,2018,8,1030,2,31.1,175.7,85.3,119,865.5462184873949
Bihar,2018,9,540,0,29.0,33.3,61.2,119,453.781512605042
Bihar,2018,10,914,1,24.9,412.7,70.3,119,768.0672268907563
Bihar,2018,11,627,1,34.5,1.9,57.6,119,526.890756302521
Bihar,2018,12,442,1,35.0,6.6,62.4,119,371.42857142857144
Bihar,2019,1,57,0,25.2,5.0,44.1,119,47.89915966386555
Bihar,2019,2,77,0,28.8,19.7,53.1,119,64.70588235294117
Bihar,2019,3,101,0,30.0,3.1,47.3,119,84.87394957983193
Bihar,2019,4,87,0,33.2,6.2,66.1,119,73.10924369747899
Bihar,2019,5,89,0,40.3,18.8,52.4,119,74.78991596638656
Bihar,2019,6,945,1,32.0,13.5,75.7,119,794.1176470588235
Bihar,2019,7,681,0,34.4,211.7,82.2,119,572.2689075630252
Bihar,2019,8,609,1,21.3,92.7,82.3,119,511.7647058823529
Bihar,2019,9,805,2,30.5,168.1,72.5,119,676.4705882352941
Bihar,2019,10,1115,3,31.6,184.2,59.8,119,936.9747899159664
Bihar,2019,11,368,0,35.9,11.2,33.0,119,309.24369747899163
Bihar,2019,12,342,0,29.2,16.1,83.7,119,287.39495798319325
Bihar,2020,1,101,0,30.9,3.2,68.5,119,84.87394957983193
Bihar,2020,2,81,0,25.2,5.8,53.9,119,68.0672268907563
Bihar,2020,3,54,0,30.5,2.6,30.4,119,45.378151260504204
Bihar,2020,4,83,0,36.8,7.7,43.0,119,69.74789915966386
Bihar,2020,5,229,0,24.1,0.4,27.8,119,192.43697478991598
Bihar,2020,6,377,0,31.6,12.3,41.7,119,316.8067226890756
Bihar,2020,7,550,1,23.5,182.2,66.4,119,462.1848739495798
Bihar,2020,8,1076,2,24.5,194.0,70.2,119,904.2016806722689
Bihar,2020,9,904,1,30.8,60.7,74.2,119,759.6638655462184
Bihar,2020,10,854,1,33.6,113.3,75.1,119,717.6470588235294
Bihar,2020,11,780,2,32.4,6.4,57.1,119,655.4621848739496
Bihar,2020,12,360,0,32.5,3.9,38.2,119,302.52100840336135
Bihar,2021,1,125,0,32.1,0.7,75.4,119,105.0420168067227
Bihar,2021,2,92,0,34.5,10.9,64.2,119,77.31092436974791
Bihar,2021,3,53,0,39.7,21.5,53.9,119,44.537815126050425
Bihar,2021,4,89,0,31.8,2.5,64.9,119,74.78991596638656
Bihar,2021,5,75,0,26.6,4.4,43.2,119,63.02521008403361
Bihar,2021,6,374,1,29.8,2.9,20.0,119,314.2857142857143
Bihar,2021,7,1033,1,25.8,165.8,91.9,119,868.0672268907563
Bihar,2021,8,979,1,26.1,174.2,63.1,119,822.689075630252
Bihar,2021,9,1146,1,24.3,229.9,70.9,119,963.0252100840336
Bihar,2021,10,1799,5,27.9,75.3,77.8,119,1511.764705882353
Bihar,2021,11,600,0,33.7,15.7,43.0,119,504.2016806722689
Bihar,2021,12,297,0,28.1,2.9,55.9,119,249.57983193277312
Bihar,2022,1,88,0,29.3,1.5,67.5,119,73.94957983193278
Bihar,2022,2,37,0,35.2,8.4,42.6,119,31.092436974789916
Bihar,2022,3,87,0,33.0,22.6,40.5,119,73.10924369747899
Bihar,2022,4,101,0,38.9,1.5,33.8,119,84.87394957983193
Bihar,2022,5,92,0,28.9,6.6,62.8,119,77.31092436974791
Bihar,2022,6,460,0,36.6,0.4,46.2,119,386.5546218487395
Bihar,2022,7,1106,1,26.7,292.1,81.8,119,929.4117647058824
Bihar,2022,8,679,1,22.5,283.5,85.1,119,570.5882352941177
Bihar,2022,9,833,1,23.6,126.5,91.0,119,700.0
Bihar,2022,10,847,2,36.0,192.8,76.0,119,711.7647058823529
Bihar,2022,11,723,1,34.0,0.2,44.9,119,607.563025210084
Bihar,2022,12,501,1,32.5,5.8,42.8,119,421.00840336134456
Bihar,2023,1,108,0,27.7,2.4,49.2,119,90.75630252100841
Bihar,2023,2,113,0,29.2,7.0,54.5,119,94.9579831932773
Bihar,2023,3,127,0,38.2,10.5,20.7,119,106.72268907563026
Bihar,2023,4,67,0,31.1,11.1,33.1,119,56.30252100840336
Bihar,2023,5,141,0,26.4,0.3,81.4,119,118.4873949579832
Bihar,2023,6,735,0,29.7,12.9,33.9,119,617.6470588235294
Bihar,2023,7,699,0,30.3,137.3,72.2,119,587.3949579831932
Bihar,2023,8,1229,3,30.4,60.4,73.4,119,1032.7731092436975
Bihar,2023,9,1569,3,30.1,268.2,89.6,119,1318.487394957983
Bihar,2023,10,1157,1,28.9,186.4,79.4,119,972.2689075630251
Bihar,2023,11,656,1,31.9,7.2,37.2,119,551.2605042016806
Bihar,2023,12,461,1,37.0,7.5,51.6,119,387.39495798319325
Bihar,2024,1,106,0,33.2,9.0,33.1,119,89.07563025210085
Bihar,2024,2,175,0,33.0,1.9,65.7,119,147.05882352941177
Bihar,2024,3,146,0,25.7,6.2,36.0,119,122.6890756302521
Bihar,2024,4,124,0,30.8,3.6,55.3,119,104.20168067226892
Bihar,2024,5,61,0,33.8,3.2,27.2,119,51.26050420168067
Bihar,2024,6,746,2,35.1,10.4,54.9,119,626.890756302521
Bihar,2024,7,671,1,28.4,62.8,75.3,119,563.8655462184875
Bihar,2024,8,1327,1,32.6,246.7,59.5,119,1115.126050420168
Bihar,2024,9,1626,2,32.8,47.6,83.8,119,1366.3865546218487
Bihar,2024,10,1096,2,30.2,331.6,72.4,119,921.0084033613444
Bihar,2024,11,460,0,34.2,17.0,47.7,119,386.5546218487395
Bihar,2024,12,509,1,34.1,4.2,21.9,119,427.7310924369748
Punjab,2015,1,136,0,32.2,12.9,63.0,30,453.3333333333333
Punjab,2015,2,169,0,28.1,3.6,49.0,30,563.3333333333334
Punjab,2015,3,51,0,28.5,0.9,28.9,30,170.0
Punjab,2015,4,42,0,35.5,6.6,52.6,30,140.0
Punjab,2015,5,42,0,28.1,58.1,52.5,30,140.0
Punjab,2015,6,545,1,28.3,4.5,47.4,30,1816.6666666666667
Punjab,2015,7,304,0,25.5,257.3,72.0,30,1013.3333333333333
Punjab,2015,8,733,1,32.0,343.4,75.7,30,2443.3333333333335
Punjab,2015,9,640,1,27.4,123.0,68.1,30,2133.333333333333
Punjab,2015,10,823,1,32.1,66.3,72.6,30,2743.3333333333335
Punjab,2015,11,400,1,33.9,7.3,70.5,30,1333.3333333333335
Punjab,2015,12,334,0,35.1,2.3,64.0,30,1113.3333333333333
Punjab,2016,1,69,0,23.7,14.1,37.2,30,229.99999999999997
Punjab,2016,2,139,0,27.2,0.7,79.8,30,463.33333333333337
Punjab,2016,3,73,0,31.5,20.6,42.7,30,243.33333333333331
Punjab,2016,4,112,0,36.7,15.7,21.6,30,373.3333333333333
Punjab,2016,5,70,0,28.1,3.4,54.7,30,233.33333333333334
Punjab,2016,6,211,0,32.8,7.5,51.5,30,703.3333333333334
Punjab,2016,7,461,1,34.4,133.6,95.9,30,1536.6666666666667
Punjab,2016,8,988,2,29.4,173.5,90.7,30,3293.333333333333
Punjab,2016,9,631,1,30.4,113.8,83.8,30,2103.3333333333335
Punjab,2016,10,1311,1,24.2,317.6,61.2,30,4370.0
Punjab,2016,11,308,0,32.1,13.2,58.5,30,1026.6666666666667
Punjab,2016,12,730,1,27.7,5.3,80.4,30,2433.333333333333
Punjab,2017,1,134,0,32.0,1.9,33.2,30,446.6666666666667
Punjab,2017,2,100,0,36.3,24.0,68.9,30,333.33333333333337
Punjab,2017,3,61,0,31.0,3.2,54.2,30,203.33333333333331
Punjab,2017,4,74,0,28.3,0.3,47.2,30,246.66666666666669
Punjab,2017,5,82,0,34.8,8.3,40.6,30,273.3333333333333
Punjab,2017,6,563,1,31.7,1.2,67.9,30,1876.6666666666665
Punjab,2017,7,382,0,30.2,418.6,96.1,30,1273.3333333333333
Punjab,2017,8,867,2,34.0,184.5,83.3,30,2890.0
Punjab,2017,9,452,1,27.6,127.4,79.3,30,1506.6666666666667
Punjab,2017,10,758,2,28.5,114.5,79.8,30,2526.6666666666665
